id,mention,cui,start_index,end_index,sentence
8985,hoornvlies,C0010031,137,147,"Reacties zijn veelal: pijn, een ernstige daling van de gezichtsscherpte, forse toename van de conjunctivale bloedtoevoer, oedeem van het hoornvlies, oedeem van het ooglid en overige bij intraoculaire infecties gepaard gaande reacties."
8986,ooglid,C0015426,164,170,"Reacties zijn veelal: pijn, een ernstige daling van de gezichtsscherpte, forse toename van de conjunctivale bloedtoevoer, oedeem van het hoornvlies, oedeem van het ooglid en overige bij intraoculaire infecties gepaard gaande reacties."
8987,longpest,C0524688,75,83,"Indien de longen worden besmet, bijvoorbeeld via speeksel, spreekt men van longpest en sterft een hoog percentage van de slachtoffers."
8988,oplosmiddel,C0037638,65,76,Een niet te grote hoeveelheid ethanol (anders wordt het zelf een oplosmiddel) zal zich verdelen tussen het water en de olie.
8989,penis,C0227948,52,57,Het verbindt het puntje van de eikel (en dus van de penis) met de voorhuid.
8990,toompje,C0227772,24,31,Ook bij de vrouw is een toompje aanwezig.
8991,binnenste schaamlippen,C0227766,63,85,Daar is het de naam van het plooitje bij het samenkomen van de binnenste schaamlippen aan de achterzijde.
8992,tong,C0040408,87,91,Bij toepassing van de kinlift wordt voorkomen dat bij een bewusteloze de slap geworden tong in de keelholte zakt en daarmee de luchtweg blokkeert.
8993,binnenste schaamlippen,C0227766,16,38,"Ook bevatten de binnenste schaamlippen bij de opening van de vagina de klieren van Bartholin, die ook slijm afscheiden dat als glijmiddel functioneert."
8994,klieren van Bartholin,C0004768,71,92,"Ook bevatten de binnenste schaamlippen bij de opening van de vagina de klieren van Bartholin, die ook slijm afscheiden dat als glijmiddel functioneert."
8995,vagina,C0042232,58,64,Het vrijkomen van deze vloeistoffen maakt stimulering van vagina en vulva en geslachtsgemeenschap voor zowel vrouw als man plezieriger.
8996,vulva,C0042993,68,73,Het vrijkomen van deze vloeistoffen maakt stimulering van vagina en vulva en geslachtsgemeenschap voor zowel vrouw als man plezieriger.
8997,ovulatie,C0029965,8,16,Rond de ovulatie raken de meeste vrouwen eerder opgewonden en wordt meer afscheiding geproduceerd.
8998,Vaginale droogheid,C0241633,0,18,Vaginale droogheid is het verschijnsel dat er onvoldoende vocht aanwezig is.
8999,bacteriële vaginose,C0085166,126,145,"Veel vrouwen maken zich zorgen over een normale hoeveelheid vaginale afscheiding, en vrezen, ten onrechte, last te hebben van bacteriële vaginose, witte vloed (leukorrhea) of een SOA."
9000,SOA,C0036916,179,182,"Veel vrouwen maken zich zorgen over een normale hoeveelheid vaginale afscheiding, en vrezen, ten onrechte, last te hebben van bacteriële vaginose, witte vloed (leukorrhea) of een SOA."
9001,antihistaminica,C0019590,45,60,"Sommige geneesmiddelen, onder andere sommige antihistaminica, kunnen de afscheiding verminderen."
9002,diarree,C0011991,72,79,"5–10&nbsp;mm lange) dunne witte wormpjes bij de ontlasting, en soms wat diarree bij zeer veel wormen."
9003,defecatie,C0011135,61,70,"Als normale hygiëne, zoals geregeld handen wassen, vooral na defecatie, wordt betracht is behandeling niet altijd nodig."
9004,allergenen,C0002092,62,72,"Indien sprake is van een allergische reactie, spreekt men van allergenen."
9005,bacteriën,C0004611,6,15,"Stof, bacteriën en virussen van buiten het oor worden in het oorsmeer opgenomen."
9006,oorlel,C0229315,23,29,Hooguit zou men aan de oorlel kunnen 'jutteren'.
9007,nasofarynx,C0225432,39,49,De orofarynx bevindt zich net onder de nasofarynx.
9008,slikken,C0011167,8,15,Bij het slikken worden deze twee delen van de farynx steeds even van elkaar gescheiden doordat de huig zich optrekt.
9009,huig,C0042173,98,102,Bij het slikken worden deze twee delen van de farynx steeds even van elkaar gescheiden doordat de huig zich optrekt.
9010,hypofarynx,C0020629,82,92,"Aan de onderkant gaat de orofarynx over in het laagste gedeelte van de farynx, de hypofarynx."
9011,Plasmodium,C0032148,41,51,Deze familie van protozoa is verwant aan Plasmodium.
9012,coccidiose,C0009187,8,18,Net als coccidiose zijn leukocytozoa soorttypisch.
9013,lever,C0023884,63,68,"Deze vermeerdering vindt plaats in verschillende organen zoals lever, longen, hart, hersenen en milt."
9014,longen,C0024109,70,76,"Deze vermeerdering vindt plaats in verschillende organen zoals lever, longen, hart, hersenen en milt."
9015,hart,C0018787,78,82,"Deze vermeerdering vindt plaats in verschillende organen zoals lever, longen, hart, hersenen en milt."
9016,hersenen,C0006104,84,92,"Deze vermeerdering vindt plaats in verschillende organen zoals lever, longen, hart, hersenen en milt."
9017,milt,C0037993,96,100,"Deze vermeerdering vindt plaats in verschillende organen zoals lever, longen, hart, hersenen en milt."
9018,mond,C0230028,99,103,Als iemand zich verslikt hoest hij vaak vanzelf het belemmerende voorwerp of vloeistof terug in de mond en spreekt men over een effectieve hoest.
9019,longontsteking,C0032285,191,205,Indien het slachtoffer gaat braken dient het slachtoffer onmiddellijk met de snelle kantelmethode op de zij gedraaid te worden om inademing van de zure maaginhoud in de longen met als gevolg longontsteking te voorkomen.
9020,verwonding,C3263723,17,27,"Het komt bij een verwonding vrij uit voornamelijk endotheelcellen, maar ook uit andere cellen."
9021,endotheel,C0014257,50,59,"Het komt bij een verwonding vrij uit voornamelijk endotheelcellen, maar ook uit andere cellen."
9022,ribosomen,C0035553,26,35,Beide organellen bevatten ribosomen op hun oppervlak.
9023,kernlamina,C1136039,155,165,"De structuur van het kernmembraan wordt ondersteund door een netwerk van intermediaire filamenten, dat aan de binnenkant van de kern een netwerk vormt, de kernlamina."
9024,ribosomen,C0035553,18,27,"Het ruwe ER bezit ribosomen op zijn oppervlak en synthetiseert transmembraaneiwitten, secretie-eiwitten en lysosomale eiwitten."
9025,kinderen,C0008059,76,84,"Soms werden echter bewust onjuiste dingen verteld, om bijvoorbeeld vragende kinderen niet ""wijs"" te maken."
9026,ellepijpslagader,C0162858,25,41,De andere slagader is de ellepijpslagader (arteria ulnaris).
9027,omleidingsoperatie,C0010055,44,62,"De polsslagader wordt vaak gebruikt bij een omleidingsoperatie (bypass) van het hart, indien er wordt gekozen voor een bloedvat uit de arm."
9028,polsslag,C0034107,48,56,Medici gebruiken de polsslagader ook vaak om de polsslag te voelen en te meten.
9029,pols- of spaakbeenslagader,C0162857,25,51,De andere slagader is de pols- of spaakbeenslagader (arteria radialis).
9030,omleidingsoperatie,C0010055,48,66,"De ellepijpslagader wordt soms gebruikt bij een omleidingsoperatie (bypass) van het hart, maar meestal wordt hiervoor de polsslagader gebruikt (indien er wordt gekozen voor een bloedvat uit de arm)."
9031,bloeddruk,C0005823,3,12,De bloeddruk wordt meestal gemeten aan de bovenarmslagader.
9032,posttraumatische stressstoornis,C0038436,55,86,Daarom werd het syndroom opgenomen in de meer algemene posttraumatische stressstoornis.
9033,synaps,C0039062,43,49,Het vormt het postsynaptische deel van een synaps.
9034,prostaat,C0033572,161,169,Na voldoende inwerking brengt de specialist de cystoscoop via de opening van de plasbuis in de blaas en inspecteert de plasbuis en bij een mannelijke patiënt de prostaatdoorgang.
9035,steriel,C0038280,67,74,Via een slangetje aan de cystoscoop verbonden met een zak wordt er steriel water in de blaas gebracht.
9036,vesico-ureterale reflux,C0042580,65,88,Wel is het cystogram erg behulpzaam voor het vaststellen van een vesico-ureterale reflux.
9037,trauma,C3263723,53,59,Het kapotgaan van een cyste kan soms optreden na een trauma of tijdens een operatie.
9038,thoraxfoto,C3665494,48,58,"Echinococcuscysten kunnen worden gezien met een thoraxfoto, echografie van de lever of een CT-scan van de buik."
9039,albendazol,C0001911,105,115,De behandeling van echinokokkose bestaat uit het chirurgisch verwijderen van de cysten in combinatie met albendazol.
9040,Haemophilus influenzae,C0018483,73,95,Historisch gezien werd epiglottitis meestal veroorzaakt door de bacterie Haemophilus influenzae type b en kwam het meest voor bij kinderen tussen de twee en vijf jaar.
9041,antibiotica,C0003232,32,43,De infectie wordt behandeld met antibiotica.
9042,huidtransplantatie,C0037297,17,35,Soms kan dan een huidtransplantatie de genezing bespoedigen en het cosmetisch resultaat verbeteren.
9043,tetanus,C0039614,44,51,"Als de gewonde in de laatste tien jaar geen tetanusvaccinatie meer heeft gehad, zou een arts kunnen overwegen om een tetanusvaccin toe te dienen, met name indien er straatvuil in de wond is gekomen."
9044,darmbeen,C0020889,141,149,"De fixatie vindt meestal plaats door middel van osteosynthesemateriaal, al dan niet met behulp van botweefsel dat vaak geoogst wordt uit het darmbeen (os ilium)"
9045,ziekenhuisinfectie,C0205721,26,44,Een nosocomiale infectie (ziekenhuisinfectie) betreft een door verblijf in het ziekenhuis ontstane infectie.
9046,joden,C0022389,17,22,"Paulus werd door joden bij Gallio aangeklaagd, maar deze verklaarde de aanklacht niet-ontvankelijk, omdat hij geen partij wilde kiezen in een religieus geschil onder joden."
9047,blad,C0242724,3,7,"De bladeren zijn afwisselend geplaatst, oneven geveerd en 30–50&nbsp;cm lang."
9048,blad,C0242724,26,30,"De afwisselend geplaatste bladeren zijn ei-lancetvormig of langwerpig-ovaal, gaafrandig, toegespitst, kaal, glanzend, donkergroen, dun, leerachtig en 12-30 × 5-10 cm groot."
9049,onvruchtbaarheid,C0729353,70,86,De vruchten zijn werkzaam bij nierinfecties en veroorzaken tijdelijke onvruchtbaarheid bij vrouwen.
9050,hout,C0043217,64,68,De boom wordt ook vaak als sierplant aangeplant en het duurzame hout wordt in de huizenbouw gebruikt.
9051,oedeem,C0013604,39,45,Het is een van de mogelijke vormen van oedeem.
9052,nervus facialis,C0228743,152,167,"Motorische en sensibele uitvalverschijnselen komen voor in het verzorgingsgebied van zowel de spinale zenuwwortels als van de hersenzenuwen, meestal de nervus facialis."
9053,artritis,C0003864,85,93,Infectie met Borrelia burgdorferi is tevens geassocieerd met de start van chronische artritis bij de ziekte van Lyme.
9054,orthodontie,C0029335,95,106,In feite is de bandelette de primitieve voorloper van de draden (bogen) die tegenwoordig in de orthodontie bij vaste (plaatjes) beugels worden gebruikt.
9055,beugels,C0085428,128,135,In feite is de bandelette de primitieve voorloper van de draden (bogen) die tegenwoordig in de orthodontie bij vaste (plaatjes) beugels worden gebruikt.
9056,beugel,C0085428,67,73,"Vanaf 1911 ontwikkelde hij diverse voorlopers van de huidige vaste beugel (plaatjes- of slotjesbeugel), die hij in 1928 in definitieve vorm voor het eerst introduceerde."
9057,beugel,C0085428,16,22,In 1908 is deze beugel voor het eerst door hem toegepast.
9058,orthodontisch,C0029335,109,122,Andresen gebruikte de activator om de ontwikkeling van de onderkaak en het ondergebit bij groeiende kinderen orthodontisch naar voren te stimuleren.
9059,koolstofmonoxidevergiftiging,C0007018,35,63,Demyelinisatie treedt acuut op bij koolstofmonoxidevergiftiging.
9060,kanker,C0006826,51,57,Soms komt de ziekte voor als nevenverschijnsel bij kanker.
9061,spierpijn,C0575064,40,49,"De symptomen bestaan uit spierzwakte en spierpijn, huiduitslag en gewrichtsklachten."
9062,huiduitslag,C0015230,51,62,"De symptomen bestaan uit spierzwakte en spierpijn, huiduitslag en gewrichtsklachten."
9063,rolstoel,C0043143,65,73,"De spierklachten kunnen zelfs zo ernstig zijn, dat iemand in een rolstoel belandt."
9064,erytheem,C0332575,52,60,"De huidafwijkingen kunnen bestaan uit vlindervormig erytheem (roodheid) op het gezicht, oedeem rond de ogen, lichte zwelling in het gezicht, maar ook op schouders, borst en rug, armen en benen."
9065,oedeem,C0013604,88,94,"De huidafwijkingen kunnen bestaan uit vlindervormig erytheem (roodheid) op het gezicht, oedeem rond de ogen, lichte zwelling in het gezicht, maar ook op schouders, borst en rug, armen en benen."
9066,cortison,C0010137,53,61,Om de huid nog extra te behandelen gebruikt men soms cortisone-zalf.
9067,spoelworm,C0003955,20,29,"Voor besmetting met spoelwormen (ascariasis) en aarsmaden (enterobiasis) is het in België en Nederland het middel van eerste keuze, en zonder recept verkrijgbaar bij de apotheek."
9068,ascariasis,C0003950,33,43,"Voor besmetting met spoelwormen (ascariasis) en aarsmaden (enterobiasis) is het in België en Nederland het middel van eerste keuze, en zonder recept verkrijgbaar bij de apotheek."
9069,aarsmade,C0162364,48,56,"Voor besmetting met spoelwormen (ascariasis) en aarsmaden (enterobiasis) is het in België en Nederland het middel van eerste keuze, en zonder recept verkrijgbaar bij de apotheek."
9070,enterobiasis,C0086227,59,71,"Voor besmetting met spoelwormen (ascariasis) en aarsmaden (enterobiasis) is het in België en Nederland het middel van eerste keuze, en zonder recept verkrijgbaar bij de apotheek."
9071,slikken,C0011167,12,19,"Tijdens het slikken worden deze twee gebieden door de huig van elkaar afgesloten, zodat er geen voedsel of drank in de nasofarynx kan belanden."
9072,huig,C0042173,54,58,"Tijdens het slikken worden deze twee gebieden door de huig van elkaar afgesloten, zodat er geen voedsel of drank in de nasofarynx kan belanden."
9073,kanker,C0006826,26,32,"In de nasofarynx kan zich kanker ontwikkelen (nasofarynxcarcinoom), maar dit is zeer zeldzaam."
9074,nasofarynxcarcinoom,C0027439,46,65,"In de nasofarynx kan zich kanker ontwikkelen (nasofarynxcarcinoom), maar dit is zeer zeldzaam."
9075,hersenen,C0006104,36,44,Uit de blaasjes ontwikkelen zich de hersenen.
9076,hersenvocht,C0007806,38,49,Samen vertegenwoordigen ze de interne hersenvochtruimte.
9077,epidermis,C0014520,136,145,Deze verandering verbreekt ook de binding tussen de neurale buis (met N-cadherine) en de uit het ectoderm van de neurale plaat ontstane epidermis (waarvan de cellen E-cadherine bevatten).
9078,somiet,C0376449,39,45,Het begint op het niveau van de vierde somiet in het zogenaamde Carnegie-stadium-9 (bij mensen rond de 20 embryonale dag).
9079,alcoholisme,C0001973,14,25,Bij chronisch alcoholisme kan men wel een tekort aan deze vitamine hebben.
9080,eierstok,C0029939,48,56,Hierdoor neemt bij vrouwen de activiteit van de eierstokken af.
9081,androgene,C0002844,15,24,"Het heeft vaak androgene (vermannelijkende) bijwerkingen (haargroei/uitval, lagere stem etc)."
9082,furosemide,C0016860,149,159,"De generieke naam is meestal internationaal geldig en onafhankelijk van het merk, hoewel daar wel enige uitzonderingen op zijn: zo heet bijvoorbeeld furosemide (Lasix®) in het Engels frusemide."
9083,membraanpotentiaal,C0025251,20,38,"Dit houdt in dat de membraanpotentiaal die bij het doorgeven van een impuls in de postsynaptische cel optreedt (de postsynaptische potentiaal), in sterkte kan variëren."
9084,laparoscopische,C0031150,54,69,"Tegenwoordig (2011) gebeurt de operatie meestal langs laparoscopische weg, hoewel in een klein aantal gevallen nog moet worden teruggegrepen naar de klassieke operatie met een grote incisie onder de rechter ribbenboog (dit wordt conversie of converteren genoemd)."
9085,gal,C0005388,53,56,De galblaas fungeert als een soort reservoir voor de gal die door de lever wordt gemaakt.
9086,lever,C0023884,69,74,De galblaas fungeert als een soort reservoir voor de gal die door de lever wordt gemaakt.
9087,laparoscopie,C0031150,28,40,Een veilige operatie via de laparoscopie is niet altijd mogelijk.
9088,navel,C0041638,57,62,"Via een incisie van circa 2 tot 3&nbsp;centimeter bij de navel wordt de laparoscoop in de buikholte gebracht, hiermee kan de chirurg in de buik kijken via een videomonitor."
9089,letsel,C3263723,74,80,De gevolgen van een beschadiging aan de galwegen zijn afhankelijk van het letsel en het tijdstip waarop het letsel wordt vastgesteld.
9090,misselijk,C0027497,65,74,De operatie heeft soms tot gevolg dat de patiënt direct erna wat misselijk en dorstig is.
9091,dorstig,C0039971,78,85,De operatie heeft soms tot gevolg dat de patiënt direct erna wat misselijk en dorstig is.
9092,infuus,C0021440,75,81,"Om er voor te zorgen dat de patiënt voldoende vocht krijgt, heeft deze een infuus in de arm/hand."
9093,tolueen,C0040383,45,52,"Zo moet de hoeveelheid materiaal dat niet in tolueen oplost minder zijn dan 0,3%."
9094,aceton,C0001002,37,43,De hoeveelheid materiaal dat niet in aceton oplost dient groter te zijn dan 62%.
9095,hydrolyse,C0020291,5,14,Deze hydrolyse is een enzymatisch proces.
9096,penicilline,C0030842,54,65,Een bekend voorbeeld van een bactericidisch middel is penicilline.
9097,bactericidisch,C0279516,24,38,"Dit is tegengesteld aan bactericidisch antibiotica, welke bacteriën doden."
9098,spierpijn,C0575064,46,55,Tot deze soort blessures behoort onder andere spierpijn.
9099,botbreuk,C0016658,4,12,Een botbreuk is een veelvoorkomende botblessure die vaak behandeling met gips vereist.
9100,galwegen,C0005388,58,66,"Er bestaan asymptomatische dragers, die de bacterie in de galwegen of plaques van Peyer meedragen zonder daar zelf ziek van te worden, maar die wel in staat zijn anderen ermee te besmetten."
9101,plaques van Peyer,C0031272,70,87,"Er bestaan asymptomatische dragers, die de bacterie in de galwegen of plaques van Peyer meedragen zonder daar zelf ziek van te worden, maar die wel in staat zijn anderen ermee te besmetten."
9102,Paratyfus,C0030528,0,9,Paratyfus is een zeer verwante darminfectie ten gevolge van besmetting met de bacterie Salmonella paratyphi.
9103,antibiotica,C0003232,38,49,"Behandeling van paratyfus gebeurt met antibiotica, eventueel intraveneus."
9104,bactericide,C0279516,27,38,"Een antisepticum werkt als bactericide, bacteriën dodend."
9105,antibiotica,C0003232,27,38,"Er bestaan ook bactericide antibiotica die geschikt zijn om inwendig te worden gebruikt, maar de meeste antiseptica zijn te giftig voor de patiënt om ze inwendig te gebruiken."
9106,tetracycline,C0039644,48,60,De meeste Rickettsia-soorten zijn gevoelig voor tetracycline-antibiotica.
9107,waterpokken,C0008049,61,72,De situatie is enigszins vergelijkbaar met de relatie tussen waterpokken en gordelroos.
9108,gordelroos,C0019360,76,86,De situatie is enigszins vergelijkbaar met de relatie tussen waterpokken en gordelroos.
9109,iatrogene,C0020732,23,32,Het is dus meestal een iatrogene aandoening.
9110,ziekte,C0012634,81,87,Kaalheid kan een gevolg zijn van normale biologische processen of van duidelijke ziekten; de scheidslijn is niet altijd duidelijk te trekken.
9111,Haaruitval,C0263477,0,10,"Haaruitval kan duiden op een aandoening of het gevolg zijn van (de behandeling van) een andere aandoening (kanker, syfilis)."
9112,kanker,C0006826,107,113,"Haaruitval kan duiden op een aandoening of het gevolg zijn van (de behandeling van) een andere aandoening (kanker, syfilis)."
9113,syfilis,C0039128,115,122,"Haaruitval kan duiden op een aandoening of het gevolg zijn van (de behandeling van) een andere aandoening (kanker, syfilis)."
9114,haaruitval,C0263477,32,42,Zo kan het leiden tot verhoogde haaruitval bij mannen die aanleg hebben voor kaalheid.
9115,prostaatkanker,C0376358,83,97,"Daarnaast kan het ook leiden tot een vergrote prostaat en prostaatproblemen, zoals prostaatkanker."
9116,acne,C1858506,41,45,"Overmatige blootstelling aan DHT kan ook acne veroorzaken en de productie van zaadcellen verminderen, wat kan leiden tot onvruchtbaarheid bij mannen."
9117,gynaecomastie,C0018418,124,137,Bovendien kan het leiden tot een verminderd libido en in zeldzame gevallen tot de ontwikkeling van borstweefsel bij mannen (gynaecomastie).
9118,chlamydia,C0008149,115,124,"Doxycycline is eerste keus bij een groot aantal infectieziekten, onder andere van bacteriële luchtweginfecties tot chlamydia en de ziekte van Lyme."
9119,ziekte van Lyme,C0752235,131,146,"Doxycycline is eerste keus bij een groot aantal infectieziekten, onder andere van bacteriële luchtweginfecties tot chlamydia en de ziekte van Lyme."
9120,bactericide,C0279516,70,81,Het is daarom in principe beter om het niet tegelijk te geven met een bactericide middel als penicilline.
9121,prostaat,C0033572,32,40,"Het middel vindt toepassing bij prostaatklachten (zonder DHT wordt de prostaat wat kleiner) en in lagere dosering (1/5 tot 1/15) bij mannelijke kaalheid, ofwel alopecia androgenetica."
9122,kaalheid,C0574769,144,152,"Het middel vindt toepassing bij prostaatklachten (zonder DHT wordt de prostaat wat kleiner) en in lagere dosering (1/5 tot 1/15) bij mannelijke kaalheid, ofwel alopecia androgenetica."
9123,alopecia androgenetica,C0162311,160,182,"Het middel vindt toepassing bij prostaatklachten (zonder DHT wordt de prostaat wat kleiner) en in lagere dosering (1/5 tot 1/15) bij mannelijke kaalheid, ofwel alopecia androgenetica."
9124,infuus,C0021440,4,10,Het infuus moet dan vaak worden overgezet op een andere ader.
9125,permeabel,C0031164,85,94,"Dit leidt tot verlies van normale sterolen en ophoping van 14α-methylsterolen en het permeabel worden van de celmembraan, waardoor de inhoud van de cel weglekt."
9126,vaginale candidainfectie,C0700345,103,127,"In veel gevallen is een eenmalige dosis van 150&nbsp;mg voldoende, bijvoorbeeld bij ""witte vloed"", een vaginale candidainfectie."
9127,hartritmestoornis,C0340464,38,55,Dit kan aanleiding geven tot ernstige hartritmestoornissen.
9128,overdosering,C0029944,109,121,"Patiënten met een verminderde nierfunctie, zoals bij ouderen vaak het geval is, lopen een verhoogd risico op overdosering."
9129,vlekjes,C0015230,18,25,Bij patiënten die vlekjes ontwikkelen tijdens de behandeling dient de behandeling gestaakt te worden.
9130,omgezet,C0005576,115,122,"Dit geeft een verhoogd risico op wisselwerkingen met geneesmiddelen en andere actieve stoffen die via deze enzymen omgezet worden, doordat deze stoffen vertraagd afgebroken worden, wat tot verhoogde concentraties leidt."
9131,triazolam,C0040879,5,14,Voor triazolam is een soortgelijk effect aangetoond.
9132,maagspoeling,C0017134,30,42,"In geval van overdosering kan maagspoeling, samen met behandeling van de symptomen, uitkomst bieden."
9133,convulsie,C0036572,50,59,"Soms trad de dood in, voorafgegaan door klonische convulsies."
9134,bewustzijn,C0234421,61,71,Hij of zij wordt onwel en kan suf worden en zelfs geheel het bewustzijn verliezen.
9135,comateus,C0860634,44,52,In ernstige gevallen valt de patiënt direct comateus neer en kan ter plaatse overlijden.
9136,alzheimer,C0002395,130,139,"De aanklacht tegen Fuentes' assistent José Luis Merino Batres kwam te vervallen wegens gezondheidsredenen, hij lijdt namelijk aan alzheimer."
9137,onvruchtbare,C0729353,45,57,"De non-reproductieve kaste bestaat uit, vaak onvruchtbare, werkers en soldaten, zowel mannelijk als vrouwelijk."
9138,adenocarcinoom,C0205642,24,38,Het gaat meestal om een adenocarcinoom van het maagepitheel.
9139,lymfomen,C0598798,19,27,Leiomyosarcomen en lymfomen van de maag maken enkele procenten uit.
9140,slokdarm,C0014876,91,99,Dit geldt echter niet voor carcinomen die zijn gelokaliseerd in het overgangsgebied met de slokdarm.
9141,cardia,C0007144,34,40,De incidentie van deze zogenaamde cardia-carcinomen is constant gebleven en mogelijk zelfs gestegen.
9142,depressief,C0154409,9,19,"Hij werd depressief van de gedachte dat hij de rest van zijn leven in een rolstoel zou moeten doorbrengen, iets wat zijn moeder de laatste twee jaren van haar leven had moeten doen."
9143,een einde aan zijn leven,C0038661,23,47,In 1932 maakte Eastman een einde aan zijn leven met een schot door zijn hart.
9144,kaliumjodide,C0032831,79,91,De oplosbaarheid van di-jood in water kan verhoogd worden door een hoeveelheid kaliumjodide toe te voegen.
9145,kind,C0008059,71,75,"Indien slechts één ouder het gen draagt, is de kans 50 procent dat het kind ook het gen erft en de ziekte uiteindelijk ontwikkelt."
9146,slapeloosheid,C0917801,154,167,FFI is voor het eerst beschreven door een Italiaanse arts in 1979 die geconfronteerd werd met twee vrouwen uit één familie die beiden klaarblijkelijk aan slapeloosheid waren overleden.
9147,immuunsysteem,C0020962,68,81,De klinische manifestaties hangen vooral af van de toestand van het immuunsysteem van de patiënt.
9148,afte,C2937365,86,90,"In de mond gaan deze blaasjes vaak stuk en vormen dan kleine zweertjes, die lijken op aften."
9149,mond-en-klauwzeer,C0016514,35,52,De ziekte is niet nauw verwant met mond-en-klauwzeer bij vee.
9150,colitis,C0009319,85,92,Is er specifiek sprake van ontsteking van het colon dan spreekt men bij voorkeur van colitis.
9151,stoelgang,C0011135,46,55,Een anale kloof kan zeer pijnlijk zijn bij de stoelgang.
9152,breuk in een bot,C0016658,40,56,Een ander gebruik van de term is om een breuk in een bot aan te duiden zonder verplaatsing van de fragmenten.
9153,borstholte,C0230139,96,106,"Het scheidingsvlak tussen twee longkwabben wordt een fissuur genoemd, evenzo de longgrens in de borstholte en de Fissura orbitalis superior, een doorgang voor zenuwen en aderen naar de oogkas."
9154,Fissura orbitalis superior,C0222686,113,139,"Het scheidingsvlak tussen twee longkwabben wordt een fissuur genoemd, evenzo de longgrens in de borstholte en de Fissura orbitalis superior, een doorgang voor zenuwen en aderen naar de oogkas."
9155,oogkas,C0029180,185,191,"Het scheidingsvlak tussen twee longkwabben wordt een fissuur genoemd, evenzo de longgrens in de borstholte en de Fissura orbitalis superior, een doorgang voor zenuwen en aderen naar de oogkas."
9156,serologisch,C0036745,47,58,"Hoewel het beloop heel anders is, is de ziekte serologisch niet te onderscheiden van syfilis."
9157,longontsteking,C0032285,96,110,"Bij zware besmettingen kunnen galbulten, hoestklachten, astma-achtige aanvallen en zelfs en een longontstekingachtig beeld optreden."
9158,oog,C0700042,21,24,"Een larve die in het oog terechtkomt, geeft daar soms klachten van slechter zien en kan bij onderzoek door een oogarts sterk lijken op een kwaadaardige oogtumor; tot men hierop bedacht raakte, is een aantal ogen zelfs achteraf onterecht verwijderd."
9159,spoelwormen,C0162604,98,109,"Het woord spoelworm kan ook opgevat worden als een verzamelnaam voor alle leden van deze familie (spoelwormen), waaronder ook veel voorkomende rondwormen bij huisdieren zoals de hondenspoelworm (Toxocara canis)."
9160,hondenspoelworm,C0040551,178,193,"Het woord spoelworm kan ook opgevat worden als een verzamelnaam voor alle leden van deze familie (spoelwormen), waaronder ook veel voorkomende rondwormen bij huisdieren zoals de hondenspoelworm (Toxocara canis)."
9161,rondworm,C0027581,85,93,Wereldwijd is een zesde van de wereldbevolking besmet met de spoelworm of een andere rondworm.
9162,ascariasis,C0003950,22,32,Ziekteverschijnselen (ascariasis) treden pas op bij zwaardere besmetting met grote aantallen wormen.
9163,ileus,C1258215,187,192,"Wormen zijn ook nog weleens geneigd om in de galwegen te kruipen en geven dan aanleiding tot galkolieken; een groot aantal wormen vormt weleens een klont die tot een darmverstopping (met ileus als gevolg) leidt, maar dit zijn zeldzaamheden."
9164,anatomische,C0002808,3,14,De anatomische term voor de ruimte tussen de borsten ter hoogte van het borstbeen is sulcus intermammarius.
9165,borstbeen,C0038293,72,81,De anatomische term voor de ruimte tussen de borsten ter hoogte van het borstbeen is sulcus intermammarius.
9166,aids,C0001175,41,45,De angst voor verspreiding van de ziekte aids sinds het begin van de jaren 1980 heeft deze ontwikkeling weer enigszins afgeremd.
9167,aminozuren,C0002520,19,29,Het bestaat uit 39 aminozuren en het wordt geproduceerd en afgegeven door de adenohypofyse en door sommige neuronen.
9168,adenohypofyse,C0032008,77,90,Het bestaat uit 39 aminozuren en het wordt geproduceerd en afgegeven door de adenohypofyse en door sommige neuronen.
9169,cortisol,C0020268,42,50,Een voorbeeld van zo'n corticosteroïde is cortisol.
9170,androgenen,C0002844,9,19,Maar ook androgenen (sekssteroïden) worden hierdoor aangemaakt.
9171,Dexamethason,C0011777,0,12,Dexamethason is een synthetisch glucocorticosteroïde met een vergelijkbare werking als cortisol.
9172,cortisol,C0020268,87,95,Dexamethason is een synthetisch glucocorticosteroïde met een vergelijkbare werking als cortisol.
9173,cortisol,C0020268,46,54,Het werkt alleen ongeveer 60 maal sterker dan cortisol.
9174,dexamethason,C0011777,105,117,Bij patiënten met het syndroom van Cushing wordt de ACTH-afgifte echter niet geremd door deze lage dosis dexamethason.
9175,dexamethason,C0011777,37,49,"Tijdens deze test wordt om 23.00 uur dexamethason (1&nbsp;mg) toegediend, waarna de volgende ochtend om 08.00 uur de cortisolconcentratie in het bloed bepaald wordt."
9176,aflatoxine,C0001734,78,88,"De paranoot is gevoelig voor een schimmelsoort, die de kankerverwekkende stof aflatoxine afscheidt."
9177,magnesium,C0024467,29,38,"Ook bevatten ze de mineralen magnesium, zink, calcium en ijzer."
9178,zink,C0043481,40,44,"Ook bevatten ze de mineralen magnesium, zink, calcium en ijzer."
9179,calcium,C0006675,46,53,"Ook bevatten ze de mineralen magnesium, zink, calcium en ijzer."
9180,ijzer,C0302583,57,62,"Ook bevatten ze de mineralen magnesium, zink, calcium en ijzer."
9181,craniosynostose,C0030044,43,58,Hij wordt dus wel vergoed bij de indicatie craniosynostose.
