id,mention,cui,start_index,end_index,sentence
5423,Kinderen,C0008059,0,8,Kinderen mogen géén propyfenazon gebruiken.
5425,Ephedra,C0950030,38,45,Efedrine dankt zijn naam aan de plant Ephedra (Ephedraceae).
5435,osteoblast,C0029418,59,69,Deze banden lopen over de aaneengesloten groep botvormende osteoblasten.
5436,Alkalische fosfatase,C0002059,0,20,Alkalische fosfatase is een membraanverankerd eiwit dat een karakteristieke marker is die in grote hoeveelheden tot expressie komt aan de apicale (secretoire) zijde van actieve osteoblasten.
5442,kruidengeneeskunde,C0242388,45,63,Thee van gedroogde vruchten werkt volgens de kruidengeneeskunde tegen maagklachten en is vochtafdrijvend.
5444,Isopropanol,C0022237,0,11,Isopropanol van vergelijkbare concentratie kan ook worden gebruikt.
5447,ademstilstand,C0003578,10,23,Volledige ademstilstand en daardoor eventuele hartstilstand hebben de dood tot gevolg.
5454,lymfklieren,C0024204,112,123,"De patiënt heeft (soms hevige) vervelende pijn in het oor, hoort aan die kant slechter; meestal zijn ook enkele lymfklieren in de hals aan de aangedane zijde opgezwollen."
5455,malaise,C0231218,28,35,"Soms is er ook een algemene malaise, al dan niet met koorts."
5456,barotitis,C0161744,185,194,Soms ontstaat deze vorm van oorontsteking na een vliegreis waarbij dan vermoedelijk bacteriën in het middenoor zijn gekomen door het drukverschil tijdens de vlucht; men spreekt dan van barotitis.
5461,aflatoxine,C0001734,98,108,Op de pistachenootjes kan zich tijdens de groei schimmel vormen die weer leidt tot de vorming van aflatoxine.
5462,zelf willen bevredigen,C0024906,119,141,"Zo heeft een non-libidoïst helemaal geen seksuele gevoelens, maar een aseksueel persoon kan deze wel hebben, en liever zelf willen bevredigen."
5465,sociale geneeskunde,C0037425,51,70,Hij wordt dan ook gezien als de grondlegger van de sociale geneeskunde.
5470,fytoplasma,C1004784,21,31,Bij planten komen de fytoplasma's voor.
5471,L-vormen,C0022828,41,49,"Later werden mycoplasma's verward met de L-vormen, dit zijn bacteriële protoplasten die hun celwand geheel of gedeeltelijk verloren zijn."
5474,menisci,C0224498,208,215,Een soepel scharnieren van het bovenbeen ten opzichte van het onderbeen wordt bereikt doordat de knie omvat is in een kapsel en door de aanwezigheid van kraakbeenschijven tussen de scharnierende botdelen (de menisci).
5475,hyalien kraakbeen,C0225362,58,75,De bewegingen van de knie verlopen soepel door middel van hyalien kraakbeen.
5480,pijpbeen,C0222647,19,27,Het dijbeen is een pijpbeen.
5481,trochanter major,C0223865,105,121,"Het dijbeen heeft op de plaats waar het een knik naar het heupgewricht maakt een aparte botstructuur, de trochanter major."
5483,sprongbeen,C0039277,117,127,Het bovenste spronggewricht is een scharniergewricht en verbindt het scheenbeen (tibia) en kuitbeen (fibula) met het sprongbeen (talus).
5485,haar,C0423866,29,33,Bij mensen groeit hun meeste haar op het hoofd.
5486,baard,C0221982,24,29,Die haargroei noemt men baard en snor.
5489,clavicula,C0008913,2,11,: clavicula).
5490,sternum,C0038293,2,9,: sternum) op de thorax.
5491,Schouderluxatie,C0037005,0,15,Schouderluxaties (uit de kom) komen dan ook frequent voor.
5494,opperarmbeen,C0020164,23,35,De aanhechting aan het opperarmbeen gebeurt ter hoogte van de anatomische nek.
5497,musculus subclavius,C0224348,16,35,Verder zorgt de musculus subclavius ervoor dat het sleutelbeen tegen het borstbeen gefixeerd wordt.
5498,pseudartrose,C0033785,102,114,In tweede instantie wordt soms geopereerd als de botstukken niet aan elkaar groeien en de zo ontstane pseudartroseklachten geeft.
5500,luxatie,C0559395,51,58,Dat maakt het schoudergewricht extra gevoelig voor luxaties.
5501,musculus serratus anterior,C0224349,87,113,Deze driehoekige zones en de tussenliggende richel bieden een aanhechtingspunt voor de musculus serratus anterior.
5502,acromioclaviculaire of AC-gewricht,C0225058,88,122,"Het schouderdak vormt tevens het gewricht van het schouderblad met het sleutelbeen, het acromioclaviculaire of AC-gewricht."
5503,musculus quadriceps femoris,C0224440,59,86,De belangrijkste spiergroep in de bovenbenen is die van de musculus quadriceps femoris.
5505,genderidentiteit,C0017249,57,73,"Dit komt bij genderdysfore personen niet overeen met hun genderidentiteit, het geslacht dat ze ervaren."
5515,hematologie,C0018943,102,113,"Dit onderzoek geschiedde in een samenwerkingsverband met de groep van prof. Bob Löwenberg, hoogleraar hematologie van het Daniël den Hoed Kanker Centrum te Rotterdam."
5516,keton,C0022634,44,49,De 3-hydroxyl-groep wordt omgevormd tot een ketongroep in een eerste stap.
5517,hCG,C0018062,64,67,Indien een zwangerschap optreedt neemt het zwangerschapshormoon hCG de stimulatie van progesteron over en zal er geen menstruele bloeding optreden.
5519,facomatose,C0265316,37,47,"De aandoening werd sinds 1932 tot de facomatosen gerekend, maar deze term is inmiddels verouderd."
5521,linolzuur,C0023749,25,34,Dit in tegenstelling tot linolzuur dat wel wordt opgeslagen in vetweefsel.
5523,saffloer,C0996996,19,27,Er is ook een type saffloer met zaden waarin 10% linoleenzuur voorkomt.
5525,alfalinoleenzuur,C0125903,64,80,Het enzym delta-5-desaturase kan geremd worden met onder andere alfalinoleenzuur uit lijnzaadolie.
5526,lijnzaadolie,C0023754,85,97,Het enzym delta-5-desaturase kan geremd worden met onder andere alfalinoleenzuur uit lijnzaadolie.
5529,hersendelen,C0006104,44,55,"Toen men ontdekte dat prikkeling van andere hersendelen dan de piramidebaan ook tot beweging kon leiden, noemde men die gebieden het extrapiramidale systeem."
5531,niet-specifieke immuniteit,C0020962,32,58,"De macrofaag is een deel van de niet-specifieke immuniteit, dit wil zeggen de tweede barrière na de huid als bescherming tegen infectie."
5535,Pus,C0034161,0,3,"Pus in een zweertje bijvoorbeeld is niets anders dan een ""slagveld"" van gesneuvelde bacteriën en witte bloedcellen, met name de in groten getale aanwezige fagocyt, de neutrofiel."
5536,ebola,C0282687,57,62,"De macrofagen zijn niet effectief bij de bestrijding van ebola, dat zich zelfs graag in de macrofagen voortplant."
5538,achromatopsie,C0152200,21,34,"(Kegeltjesdystrofie, achromatopsie, is nog tien keer zeldzamer)."
5539,Cataract,C0086543,0,8,Cataract (vertroebeling van de lens van het oog) kan voorkomen en verslechtert het gezichtsvermogen nog meer.
5540,E,C0042874,22,23,Ook van vitamine A en E is niet bewezen dat toediening van meer dan de gewone aanbevolen dosis effect heeft.
5544,blaasspoeling,C0194423,45,58,Ook is het een middel dat gebruikt wordt bij blaasspoeling.
5545,aubergine,C1123002,88,97,"De kelkblaadjes (sepalen) kunnen vergroeid zijn en zo een kelkbuis vormen, zoals bij de aubergine."
5547,MDMA,C0115471,190,194,"Na inname van een dosis die normaal gesproken tussen de 80 tot 160 mg MDA bevat, treedt er een euforische roes op die meestal zo'n 4 tot 6 uur duurt en vergelijkbaar is met die van ecstacy (MDMA) maar door gebruikers vaak heftiger wordt ervaren."
5548,bijschildklier,C0030518,48,62,"Aanvankelijk werd verondersteld dat het door de bijschildklier werd geproduceerd, maar later bleek de schildklier de bron te zijn."
5550,parathormoon,C0030520,110,122,Door zijn afscheiding reduceert het de calciumionen (Ca) in het bloed als tegenhanger van de effecten van het parathormoon (PTH) en verlaagt aldus de calciumspiegel van het bloed.
5552,lactatie,C0006147,24,32,Ook remt calcitonine de lactatie.
5553,calciumhomeostase,C0019868,67,84,In de mens lijkt calcitonine echter een kleine rol te spelen in de calciumhomeostase.
5554,schildklierkanker,C0007115,47,64,Het wordt vooral bepaald bij een verdenking op schildklierkanker.
5558,geeuwen,C0043387,68,75,"Het overgrote deel van de kaakbewegingen, zoals slikken, spreken en geeuwen, wordt vanuit deze positie geïnitieerd."
5561,massages,C0949354,4,12,"Ook massages, met name die gericht op bindweefsel, en mogelijk ook cupping zouden enig effect hebben."
5563,cupping,C5197695,67,74,"Ook massages, met name die gericht op bindweefsel, en mogelijk ook cupping zouden enig effect hebben."
5564,antibiotische,C0003232,40,53,"De behandeling bestaat uit een gerichte antibiotische therapie, namelijk flucloxacilline."
5566,wimper,C0015422,50,56,Daarnaast drijft het stofdeeltjes af die langs de wimpers weten te komen.
5572,Lymfe,C0024202,0,5,Lymfe is weefselvocht dat door de haarvaten van het lymfevatenstelsel uit de weefsels wordt afgevoerd.
5576,kaliumcarbonaat,C0071755,46,61,Deze stof wordt fijngestampt en behandeld met kaliumcarbonaat (potas) en ammoniak.
5580,lobulus parietalis superior,C0030560,68,95,"Een tweede theorie is dat een gebied 'hogerop' in de hersenen in de lobulus parietalis superior waar visuele informatie wordt geïntegreerd, de informatie op een verkeerde manier terugkoppelt naar het kleurgebied, dat daardoor extra wordt geactiveerd."
5595,amyotrofe laterale sclerose,C0393554,109,136,Hij verrichtte zeer veel onderzoek naar anatomie en de pathologie van het zenuwstelsel en ontdekte de ziekte amyotrofe laterale sclerose (ALS).
5597,giardia,C0017534,43,50,Voorbeelden die in deze klasse vallen zijn giardia en toxoplasmose.
5600,Ziekte,C0012634,0,6,Ziekten bij deze dieren en dus ook zoönoses zijn meestal niet onderzocht.
5609,bewusteloze,C0041657,106,117,Met deze kennis is de software in staat om verstoringen van het normale patroon op te sporen -- zoals een bewusteloze drenkeling die over de lijnen in het bad heen ligt.
5612,prosopagnosie,C0234512,39,52,"Dat het niet alleen visuele agnosie of prosopagnosie betrof, bleek uit het feit dat de misidentificatie ook tijdens telefoongesprekken bleef bestaan."
5614,refluxziekte,C0017168,25,37,"78% van de patiënten met refluxziekte heeft ook refluxsymptomen in de nacht, wat slaapproblemen en arbeidsproductiviteitsvermindering kan geven."
5618,hersenletsel,C0006104,98,110,"De aandoening treedt op bij een neurologische ziekte, een psychische aandoening of als gevolg van hersenletsel."
5621,termieten,C0598701,7,16,Bij de termieten worden deze platen aangeduid met hypogynium.
5623,ganglion spinale,C0017070,205,221,"Zelfs wanneer klinische symptomen van waterpokken zijn verdwenen, blijft het virus sluimerend aanwezig in het zenuwstelsel van de geïnfecteerde persoon, in de vijfde hersenzenuw (nervus trigeminus) en het ganglion spinale."
5629,ductus choledochus,C0009437,28,46,Verstopping van de galgang (ductus choledochus) door een galsteen wordt meestal opgelost door verwijdering van de steen tijdens een endoscopische retrograde cholangiopancreaticografie (ERCP).
5631,neurofibromatose type 2,C0027832,95,118,"Indien de tumor aan beide kanten voorkomt, is er meestal sprake van een genetische aandoening, neurofibromatose type 2."
5638,oogheelkunde,C0029087,35,47,"Hij verrichtte veel onderzoek naar oogheelkunde op welk gebied hij een grote, internationale reputatie verwierf."
5639,B,C0004561,21,22,NHL kunnen zowel uit B- als uit T-cellen ontstaan.
5641,Positronemissietomografie,C0032743,0,25,Positronemissietomografie (PET) wordt toenemend gebruikt om de verspreiding van lymfoomcellen vast te stellen.
5644,"CTCL, type MF",C4707404,67,80,"Chemotherapie in de vorm van chemogel bij tumorweefsel in de huid (CTCL, type MF), onder de naam Chloormethine (Ledaga)."
5646,Intrathecale,C0002928,0,12,Intrathecale chemotherapie wordt in bepaalde typen toegediend.
5648,weefselvocht,C0015349,18,30,Lymfe bestaat uit weefselvocht.
5650,afweerstelsel,C0020962,88,101,"Lymfe wordt door lymfeklieren gefilterd, daarom is het een belangrijk onderdeel van het afweerstelsel van het lichaam."
5652,lymfoedeem,C0024236,32,42,"Is de balans verstoord, dan kan lymfoedeem ontstaan."
5654,hebefrenie,C0036347,61,71,"In die tijd kwam het concept nog in grote lijnen overeen met hebefrenie, beschreven door Ewald Hecker (1843–1909)."
5656,lasogen,C0339299,27,34,Zonder bescherming kan men lasogen krijgen.
5672,Ranitidine,C0034665,27,37,Oude secretieremmers zoals Ranitidine remmen de cellen die zuur produceren.
5690,gedeprimeerd,C0154409,11,23,Hij raakte gedeprimeerd en maakte op 13 mei 1917 een einde aan zijn leven.
5693,paramedici,C0002121,167,177,"Internisten zijn binnen een ziekenhuis vaak belast met de coördinatie en afstemming van zorg rondom een patiënt, waar verschillende medisch specialisten, en eventueel paramedici bij betrokken zijn."
5695,zwaar metaal,C0347988,15,27,"Omdat kwik een zwaar metaal is met giftige dampen, en de hoeveelheid kwik die in het milieu vrijkomt van overheidswege zo veel mogelijk wordt beperkt, zijn ze niet meer te koop, hoewel er hier en daar wellicht zelfs anno 2005 nog wel een enkele wordt gebruikt."
5699,fetisjisme,C0015957,53,63,"Voorbeelden zijn seksuele opwinding door voorwerpen (fetisjisme), (gespeeld) agressief of vernederend gedrag, maar ook seksuele handelingen met kinderen behoren tot het spectrum."
5701,transvestisme,C0040774,35,48,"Hieronder vielen homoseksualiteit, transvestisme, pedofilie, fetisjisme."
5704,zoöfilie,C0152186,74,82,"De parafilieën die onderscheiden werden waren: fetisjisme, transvestisme, zoöfilie, pedofilie, exhibitionisme, voyeurisme, en de restcategorie atypische parafilie."
5706,megacolon,C0025160,112,121,Bulkvormers en osmotisch werkende middelen kunnen sommige vormen van constipatie (bijvoorbeeld in geval van een megacolon) verslechteren.
5710,Plaatselijke verdoving,C0002921,0,22,Plaatselijke verdoving is in een ontstoken gebied minder gewenst.
5716,Digoxine,C0012265,0,8,"Digoxine wordt niet veel meer gegeven, aangezien dit met name bij inspanning minder goed werkt."
5717,slokdarmechocardiogram,C0013524,79,101,"Een alternatieve methode is een ""TEE-guided cardioversie"", waarbij middels een slokdarmechocardiogram de aanwezigheid van stolsels in het hartoor van het linkeratrium wordt beoordeeld en bovendien de bloedstroomsnelheid in het hartoor wordt gemeten."
5719,onderste holle ader,C0042458,234,253,"Het bloed vanuit het bovenste deel van het lichaam (hoofd en armen) stroomt terug (naar het hart) via de bovenste holle ader (vena cava superior), het bloed vanuit het onderste deel van het lichaam (borst, buik, benen) stroomt via de onderste holle ader (vena cava inferior) terug naar het hart."
5720,rechteratrium,C0018792,76,89,"De twee holle aders zijn volledig gescheiden, ze monden afzonderlijk in het rechteratrium uit."
5721,prostituee,C0033595,111,121,"Wanneer het meisje emotioneel afhankelijk genoeg is van de loverboy, moet zij geld voor hem verdienen door als prostituee te gaan werken."
5722,meerderjarigen,C0001675,43,57,De verleidingsmethode wordt echter ook bij meerderjarigen toegepast en in het kader van grensoverschrijdende mensenhandel.
5723,Remifentanil,C0246631,52,64,Als alternatieve pijnbestrijding wordt in Nederland Remifentanil toegediend via infuus en een pomp.
5726,Trichophyton,C0040933,68,80,"Er zijn ongeveer 300 dermatofyte soorten behorend tot de geslachten Trichophyton, Microsporum en Epidermophyton."
5727,Microsporum,C0026033,82,93,"Er zijn ongeveer 300 dermatofyte soorten behorend tot de geslachten Trichophyton, Microsporum en Epidermophyton."
5733,Miltvuur,C0003175,0,8,Miltvuursporen zouden tot 50 jaar in de bodem kunnen overleven.
5734,korstmos,C0023657,39,47,Tot deze orde behoren bepaalde soorten korstmossen.
5736,prikkel,C0031817,73,80,"Het is een reactie van het lichaam op een chronische, niet-fysiologische prikkel."
5737,trachea,C1278905,28,35,"Het trilhaarepitheel van de trachea kan hier slecht tegen en het lichaam vervangt het na verloop van tijd door meerlagig plaveiselepitheel, omdat dit een betere bescherming biedt."
5743,verhing ze zich,C0038661,17,32,Korte tijd later verhing ze zich in de badkamer van een ziekenhuis.
5744,hersenkneuzing,C0149844,178,192,"Als uit een hersenscan dergelijke afwijkingen blijken betreft het overigens per definitie geen hersenschudding meer, er is dan sprake van een zwaardere vorm van letsel zoals een hersenkneuzing."
5751,systolische bloeddruk,C0039155,193,214,"Zodra de druk in de manchet zo laag wordt dat bloeddoorstroming mogelijk is, ontstaan er wervelingen in de slagader van de onderarm, die de arts of verpleegkundige hoort met de stethoscoop: de systolische bloeddruk of bovendruk kan nu afgelezen worden op de manometer."
5752,diastolische bloeddruk,C0012000,28,50,De druk op dit moment is de diastolische bloeddruk of onderdruk.
5767,elektrofysiologische,C0013865,42,62,Er is veel nieuwe kennis vergaard over de elektrofysiologische eigenschappen van verschillende typen neuronen en de manier waarop zij reageren op neurotransmitters.
5771,genregulatie,C0017263,45,57,Dit is een subtiele maar effectieve vorm van genregulatie.
5774,femur,C0015811,95,100,Door de overname van de krachtsoverdracht van de quadriceps en de buigpezen van de knie op het femur speelt de knieschijf een belangrijke rol bij het afremmen van voorwaartse bewegingen.
5775,achillespees,C0001074,3,15,De achillespees is aangehecht aan een ruw gedeelte van de bovenzijde.
5777,synapsen,C0039062,90,98,"Ook werken endorfines op het dopaminesysteem, het zorgt ervoor dat er meer dopamine in de synapsen van de hersenen terechtkomt."
5780,fruitvlieg,C0178439,3,13,De fruitvlieg beweegt de vleugels 200 keer per seconde op en neer.
5784,bewustzijnsveranderende,C0018533,99,122,De combinatie van deze twee stoffen zorgt voor een zeer sterk psychoactief brouwsel met een hevige bewustzijnsveranderende werking.
5785,rituele,C0007825,58,65,Hier wordt de heilige thee of Daime in de oorspronkelijke rituele context gebruikt door mensen die daar belangstelling voor hebben.
5789,Diptera of Tweevleugeligen,C0012578,94,120,Twee vleugels komen voor bij de vliegen (Brachycera) en muggen (Nematocera) in de orde van de Diptera of Tweevleugeligen.
5790,geurklier,C0036294,24,33,"Veel soorten hebben ook geurklieren, waarvan de openingen op de buikzijde liggen."
5812,Bijen,C0323350,0,5,Bijen zijn de belangrijkste bestuivers van Sarracenia.
5814,reflexachtige,C0034929,19,32,"Dit zijn spontane, reflexachtige bewegingen of vocale uitingen."
5824,paranoïde,C1456784,53,62,Een voorbeeld van een dergelijke denkstoornis is een paranoïde waan.
5827,'graaffollikels',C0018120,130,146,"Hij was een van de pioniers van de wetenschap van de voortplantingsgeneeskunde, en is de ontdekker van de later naar hem genoemde 'graaffollikels'."
5828,autopsieën,C0004398,48,58,Voor zijn onderzoek verrichtte hij onder andere autopsieën.
5835,labiele,C0236780,70,77,Het Journal of Forensic Science beschreef het geval van een 46-jarige labiele man die zich op grond van zijn godsdienst zo zondig voelde dat hij geen recht van leven meer meende te hebben.
5836,tricyclische antidepressiva,C0003290,29,56,Het valt onder de zogenaamde tricyclische antidepressiva (TCA); het molecuul is opgebouwd uit drie ringen van koolstofatomen en een zijgroep.
5837,benzodiazepine,C0005064,73,87,Om die reden wordt de behandeling in het begin vaak gecombineerd met een benzodiazepine.
5838,klinische chemie,C0008000,69,85,Sylvius kan beschouwd worden als één der grondleggers van de moderne klinische chemie.
5841,Aquaduct van Sylvius,C0007769,86,106,Hij beschreef het dunne buisje tussen de derde en vierde hersenkamer dat nu naar hem 'Aquaduct van Sylvius' wordt genoemd.
5845,tamoxifen,C0039286,133,142,"Zelf is citalopram maar een zwakke CYP2C19-remmer, zodat het relatief veilig als antidepressivum kan worden gebruikt bij vrouwen die tamoxifen slikken."
5847,hartkloppingen,C0340464,70,84,"De symptomen zijn onder andere beven, sterk zweten, pijn in de borst, hartkloppingen, duizeligheid, misselijkheid, een tintelend gevoel (meestal in handen, benen of gezicht), benauwdheid en hyperventilatie."
5857,specifieke fobie,C0236801,17,33,Acrofobie is een specifieke fobie en kan net als de meeste van dergelijke fobieën vrij gemakkelijk worden behandeld door middel van gedragstherapie.
5863,oogaandoeningen,C0086543,51,66,"Deze wenste zijn eigen expertise op het gebied van oogaandoeningen te verbeteren en wilde vooral in het bezit komen van pupilverwijdende medicatie, zoals belladonna dat Von Siebold zelf gebruikte."
5864,belladonna,C0004953,154,164,"Deze wenste zijn eigen expertise op het gebied van oogaandoeningen te verbeteren en wilde vooral in het bezit komen van pupilverwijdende medicatie, zoals belladonna dat Von Siebold zelf gebruikte."
5865,hortensia,C0330862,108,117,"Von Siebold had een relatie met Sonogi O-Taki, ook wel Kusumoto Taki, naar wie hij later een variant van de hortensia, de Hydrangea macrophylla ‘Otaksa’, vernoemde."
5866,Chlamydia trachomatis,C0008151,47,68,De meest voorkomende verwekker in Nederland is Chlamydia trachomatis.
5869,CVI,C0155320,98,101,"Dit kan variëren van halfzijdige blindheid, bijvoorbeeld niet zien wat er van rechts aankomt, tot CVI, waarbij de patiënt niet kan verwerken wat zijn ogen hem vertellen en de patiënt de blik niet richt."
5870,zenuwknoop van het ruggenmerg,C0017070,66,95,De cellichamen van de meeste sensorische zenuwcellen liggen in de zenuwknoop van het ruggenmerg vlak bij het centrale zenuwstelsel.
5871,schakelneuron,C0021792,32,45,Het axon kan de impulsen via de schakelneuron aan de motorische zenuwcel doorgeven.
5873,Diatomeeën,C0162769,0,10,Diatomeeën gebruiken fytochroom om te detecteren hoe diep ze zich in het water bevinden door te switchen tussen de actieve (Pfr) en inactieve (Pf) vorm.
5877,rottingsblaren,C1579830,23,37,Na 2 weken ontstaan de rottingsblaren.
5879,gemasturbeerd,C0024906,70,83,Op afstand kan op deze manier gezamenlijk of door een van de partners gemasturbeerd worden.
5880,nociceptoren,C0028246,35,47,Capsaïcine activeert de zogenaamde nociceptoren: pijnreceptoren die normaal gesproken reageren op schadelijke prikkels zoals hitte.
5882,sinus sphenoidalis,C0030471,38,56,"In dit bot bevindt zich een holte, de sinus sphenoidalis."
5884,clivus,C0228484,102,108,Het hellende vlak van de achterzijde van het os sphenoidale dat ondersteuning geeft aan de pons wordt clivus genoemd.
5885,hypofyseoperatie,C0020632,8,24,Bij een hypofyseoperatie wordt eerst het neustussenschot verwijderd.
5887,fractal,C0206163,60,67,Beide concepten hebben hun nut bewezen in de theorie van de fractalen.
5889,Mieren,C0003455,0,6,Mieren verslepen de vrucht.
5892,travestie,C0040774,61,70,Wellicht heeft infantilisme nog de meeste overeenkomsten met travestie; een infantilist heeft een drang om zich voor te doen als iets wat hij in werkelijkheid niet is.
5898,coccygodynie,C0009193,10,22,Dit wordt coccygodynie genoemd.
5901,suikerziekte,C0011849,19,31,Roken is samen met suikerziekte verreweg de belangrijkste oorzaak hiervan.
5917,Baby's,C0021270,0,6,Baby's leren zelfstandig te zitten als zij ongeveer vijf à negen maanden oud zijn.
5923,spierhypertrofie,C0236033,47,63,"Bij het herstel worden spiervezels dikker, zie spierhypertrofie."
5924,Wortels,C0242726,0,7,Wortels groeien met de zwaartekracht mee wat gewoonlijk naar beneden betekent en hebben dus een positieve geotropie.
5927,balanitis,C0004690,59,68,"Bij pubers en volwassenen is er als gevolg hiervan kans op balanitis, een ontsteking van de eikel."
5929,toompje,C0458708,64,71,"De oorzaak is meestal aangeboren, bijvoorbeeld door een te kort toompje."
5933,erotofobie,C0278084,61,71,"Als de angst uitsluitend seksueel van aard is, noemt men dit erotofobie."
5937,veteranen,C0042610,179,188,"Toen Caesar consul werd, voerde Cato oppositie tegen elke wet die Caesar voorstelde -- met name zijn landbouwhervormingen, die voorzagen in land voor arme, Romeinse burgers en de veteranen van Pompeius."
5941,kweekmedium,C0010454,100,111,Tijdens aerobe fermentatie is het van belang een goede verdeling van de zuurstofconcentratie in het kweekmedium te handhaven voor de groei van aerobe micro-organismen.
5943,afscheiding,C0038984,29,40,De bacteriën veroorzaken een afscheiding en sterven af.
5946,mimosa,C0330828,12,18,"Ook werd de mimosa, die voornamelijk bloeit op de eerste dagen van maart, als symbool van de Dag van de Vrouw geïntroduceerd; een idee van Teresa Noce, Rita Montagnana en Teresa Mattei, drie communististische politici."
5947,lichaamsoppervlak,C0005902,86,103,"Actief zwemmende vissen bijvoorbeeld hebben meer neuromasten in kanaaltjes dan op het lichaamsoppervlak en de zijlijn ligt verder van de borstvin verwijderd (zie afbeelding boven), wat mogelijk de ruis als gevolg van de beweging van de vinnen vermindert."
5950,fusarium,C0016871,60,68,Bij slechte weersomstandigheden kan aantasting optreden van fusarium in de aar.
5953,gliose,C0017639,86,92,De astrocyten stimuleren ook het herstel van neuronen bij eventuele beschadiging door gliose en hebben ook een ontgiftende functie.
5955,Relatietherapie,C0302822,0,15,Relatietherapie wordt tegenwoordig als een toepassing van systeemtherapie gezien.
5956,gezinstherapie,C0015618,53,67,Belangrijke toepassingen van systeemtherapie zijn de gezinstherapie en relatietherapie.
5957,relatietherapie,C0302822,71,86,Belangrijke toepassingen van systeemtherapie zijn de gezinstherapie en relatietherapie.
5959,hart en vaten,C0007226,76,89,Driemaal daags ibuprofen verhindert de beschermende werking van acetosal op hart en vaten.
5965,inademen,C0004048,44,52,"Ook als de tabletten pas enkele uren na het inademen van radioactief jood worden ingenomen, is er nog een gedeeltelijke bescherming: maximaal 40 tot 60% bescherming bij inname binnen vier tot zes uur."
5966,kaliumjodide,C0032831,34,46,Deze bevatten jood in de vorm van kaliumjodide (KI) of kaliumjodaat (KIO).
5967,kaliumjodaat,C0071768,55,67,Deze bevatten jood in de vorm van kaliumjodide (KI) of kaliumjodaat (KIO).
5976,gewoonte,C0018464,47,55,Voor velen van hen is het een vanzelfsprekende gewoonte.
5978,uitslag,C0015230,106,113,"Een schone, passende beha kan ervoor zorgen dat er zich geen zweet opstapelt in de borstplooien en kan zo uitslag of zweren voorkomen."
5979,zweren,C0037299,117,123,"Een schone, passende beha kan ervoor zorgen dat er zich geen zweet opstapelt in de borstplooien en kan zo uitslag of zweren voorkomen."
5980,mastectomie,C0024881,24,35,"Ook voor mensen die een mastectomie of borstamputatie hebben ondergaan, bijvoorbeeld als remedie tegen borstkanker, bestaan er speciale beha's."
5984,acne,C1858506,4,8,Bij acne kan de talg niet snel genoeg uit de poriën stromen waardoor puistjes ontstaan.
5985,puist,C1858506,69,74,Bij acne kan de talg niet snel genoeg uit de poriën stromen waardoor puistjes ontstaan.
5988,termietbestendig,C0598701,52,68,Door de hoge dichtheid en hardheid is het materiaal termietbestendig.
5994,Hydroxychloroquine,C0020336,0,18,Hydroxychloroquine heeft vaak een gunstig effect (maar werkt pas na 2 maanden).
6003,astma-aanval,C3714497,22,34,Naproxen kan soms een astma-aanval veroorzaken.
6005,plasmodesma,C1135842,50,61,Het cytoplasma van een begeleidende cel staat via plasmodesmata in verbinding met een zeefvatelement.
6010,slijm,C0026727,44,49,Dit gaat onder meer door de vorming van een slijmlaag.
6012,prolactinoom,C0033375,24,36,Men spreekt dan van een prolactinoom.
6013,penisbreuk,C0434159,4,14,Een penisbreuk is een scheuring van de wand van een van de drie zwellichamen.
6015,sympathische zenuwstelsel,C0039044,75,100,"Een ander gebiedje in de hersenen, bekend als de L-regio, zorgt er via het sympathische zenuwstelsel voor dat urine in de blaas wordt vastgehouden."
6019,nierweefsel,C0040300,52,63,Die druk kan urineweginfecties en het afsterven van nierweefsel tot gevolg hebben.
6026,darm-leverkringloop,C0014362,51,70,Veel galzouten worden echter weer opgenomen via de darm-leverkringloop (enterohepatische kringloop).
6027,enterohepatische kringloop,C0014362,72,98,Veel galzouten worden echter weer opgenomen via de darm-leverkringloop (enterohepatische kringloop).
6032,glomerulus,C0022663,34,44,"Dit proces vindt plaats in het de glomerulus, een kluwen van haarvaten."
6034,mesangiumcel,C0227651,29,41,Hiertussen liggen zogenaamde mesangiumcellen.
6036,lychee,C1072272,35,41,"De vruchten lijken enigszins op de lychee, een soort uit dezelfde plantenfamilie."
6037,grote circulatie,C0007226,79,95,Na passage door de lever bereikt een deel van de dosis van het geneesmiddel de grote circulatie.
6038,opname,C0031327,3,9,"De opname van een farmacon na rectale toediening is vaak traag, onvolledig en onvoorspelbaar."
6043,cervixkanaal,C0007874,117,129,"Het buikvlies heeft geen open verbinding met de buitenwereld, behalve bij vrouwen via de eileiders, baarmoederholte, cervixkanaal en de schede."
6045,Stengel,C0242767,0,7,"Stengel en bloemen zijn bezet met korte, zachte haren."
6060,centriool,C0007708,103,112,"De laatste stap van het uitrijpen van de cel is de uitgroei van microtubuli vanuit een kernsspoel, het centriool aan de bovenkant van de cel, naar buiten toe."
6065,mannose,C0024742,82,89,"Ook fructose in cranberry's heeft enige anti-adhesieve eigenschappen, maar vooral mannose vermindert de hechting van pathogene bacteriën."
6073,arteriitis,C0042384,97,107,"De precieze oorzaak van de spierpijn bij PMR is onbekend, men vermoedt dat ontstoken slagaderen (arteriitis) in de spieren de pijn veroorzaken, of dat de spierpijn indirect wordt veroorzaakt door ontstoken gewrichten (artritis)."
